location_id,time_id,weather_code_id,temperature_2m_max,temperature_2m_min,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant
0,202222000,63,31.7,24.1,46700.93,30354.38,16.0,16.0,0,14,14.8,36.7,335
0,202222100,63,31.9,25.0,46643.02,32222.2,4.3,4.3,0,6,12.5,24.5,328
0,202222200,63,31.6,25.2,46584.72,27142.44,43.8,43.8,0,17,20.0,38.5,317
0,202222300,65,26.9,23.8,46526.0,816.98,56.2,56.2,0,23,19.6,35.3,131
0,202222400,63,26.4,23.9,46466.4,0.0,26.0,26.0,0,18,10.1,18.7,76
0,202222500,63,30.4,24.4,46405.89,39499.51,9.4,9.4,0,13,12.6,22.7,134
0,202222600,61,32.2,25.1,46344.56,34117.66,2.9,2.9,0,8,13.5,29.5,156
0,202222700,55,31.6,25.7,46282.44,36636.99,2.4,2.4,0,9,13.0,26.3,136
0,202222800,51,32.8,26.0,46219.6,41120.53,0.5,0.5,0,4,12.6,24.8,131
0,202222900,63,32.2,25.4,46156.08,37746.63,7.3,7.3,0,10,10.3,24.5,134
0,202223000,51,32.8,26.6,46091.96,43200.0,0.7,0.7,0,4,14.3,28.8,142
0,202223100,63,32.8,25.2,46027.27,36000.0,13.7,13.7,0,17,13.3,22.7,119
0,202223200,63,29.8,24.2,45962.07,14851.14,31.0,31.0,0,22,13.6,29.2,44
0,202223300,63,29.3,24.7,45896.42,27753.36,7.6,7.6,0,18,17.8,37.8,107
0,202223400,51,32.5,26.1,45830.37,43160.14,0.9,0.9,0,7,12.8,26.3,137
0,202223500,63,32.3,25.7,45763.96,40515.09,7.9,7.9,0,11,11.5,20.5,125
0,202223600,61,32.3,26.6,45697.25,32607.46,4.0,4.0,0,6,10.5,24.5,285
0,202223700,65,31.1,25.2,45630.29,7614.14,136.4,136.4,0,20,15.5,32.8,238
0,202223800,65,30.4,23.9,45563.12,12332.5,32.6,32.6,0,14,19.7,41.4,120
0,202223900,3,32.9,25.2,45495.79,37411.59,0.0,0.0,0,0,13.5,25.9,140
0,202224000,51,33.1,26.2,45428.35,42829.18,1.1,1.1,0,6,15.6,30.2,153
0,202224100,51,32.9,25.6,45360.85,42764.52,0.8,0.8,0,6,15.7,29.5,154
0,202224200,1,33.3,25.7,45293.33,42699.72,0.0,0.0,0,0,11.9,24.8,160
